sumber,tanggal,teks_bersih,urgensi,sentimen,kategori_infrastruktur,kategori_lingkungan,kategori_air_sanitasi,kategori_bencana,kategori_transportasi,kategori_pelayanan_publik,kategori_ekonomi,kategori_keamanan,kategori_pendidikan,kategori_kesehatan
twitter,2026-03-30,logos id krisis air pas juga bulan depan mimin akan presentasi beberapa bagian penelitian mimin ini di yale feel free untuk join ada ngomongin penggunaan fisika untuk menyelesaikan tapi tidak membuang pengetahuan adat in case bisa buat lebih terbayang contoh tidak mengkotak2an ilmu,2,1,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,warga kampung utan jakasetia bekasi nekat membobok tembok pembatas antara kampung utan dengan kompleks grand galaxy city saat banjir selasa 4 3 2025 peristiwa bermula ketika warga kampung utan mengeluhkan tembok pembatas yang bocor akibat banjir dan airnya rembes ke rumah rumah warga kampung tersebut awalnya ada rumah warga yang,1,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,gunung semeru yang memiliki ketinggian 3 676 meter di atas permukaan laut mdpl kembali erupsi pada malam ini tinggi kolom letusan mencapai 700 meter di atas puncak terjadi erupsi gunung semeru pada pukul 20 37 wib dan tinggi kolom letusan teramati sekitar 700 meter di atas puncak atau 4 376,0,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,hujan deras disertai angin kencang melanda kawasan desa ciseeng kecamatan ciseeng bogor jawa barat akibatnya sejumlah pohon dan tiang listrik roboh kabid kedaruratan dan logistik bpbd kabupaten bogor adam hamdani mengatakan robohnya pohon dan tiang listrik itu menutup jalan disebabkan hujan deras dan angin kencang di wilayah tersebut sehingga mengakibatkan,2,1,0,0,0,1,0,1,0,0,0,0
berita_kaggle,2026-03-26,kepala badan nasional penanggulangan bencana bnpb suharyanto mengatakan lebih dari 400 personel tim sar dikerahkan untuk mencari korban ambruknya musala ponpes al khoziny sidoarjo jawa timur personel dari basarnas tni polri bpbd pemadam kebakaran dinsos tagana dinas pu dan sda serta relawan bekerja selama 24 jam secara bergantian lebih dari,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,nelayan di pesisir kabupaten bekasi jawa barat tak bisa melaut imbas bencana alam banjir rob yang melanda wilayah mereka sejak jumat 13 12 2024 seorang nelayan di rt 01 rw 01 desa pantai harapan jaya muara gembong ridwan 38 mengatakan sudah lima hari tak bisa mencari nafkah di laut karena,2,1,0,1,0,1,0,0,0,0,0,0
twitter,2026-03-25,fio jangan pake banget katanya macet,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-30,masterion bubonius lu bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-26,macet jalan rusak got item bau apr 1,1,0,1,1,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,otoritas bandar udara israel pada selasa mengungkapkan akan menutup jembatan allenby yang dikenal oleh warga palestina sebagai jembatan karama satu satunya perlintasan perbatasan darat antara tepi barat yang diduduki israel dengan yordania tanpa batas waktu perlintasan perbatasan yang dioperasikan bersama oleh israel dan yordania tersebut akan ditutup untuk perjalanan penumpang,0,1,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,dan untuk ditanah air itu apa ya mbgwooshikn 23k jalan berlubang kesejahteraan guru korupsi masih banyak lagi yang belum bisa kusebutin satu satu mar 29,1,0,1,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,badan nasional penanggulangan bencana bnpb menyatakan intensitas hujan di wilayah jabodetabek berhasil dikendalikan melalui serangkaian operasi modifikasi cuaca omc dengan cara menyemai garam ke awan potensial kepala pusat data informasi dan komunikasi kebencanaan bnpb abdul muhari dalam keterangan yang diterima di jakarta sabtu malam mengatakan bahwa sebanyak 4 ton garam,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,wakil ketua panitia khusus pansus kawasan tanpa rokok ktr abdurrahman suhaimi menyebut peraturan daerah perda tentang ktr di jakarta tak akan merugikan sektor ekonomi termasuk pengusaha rokok atau pengelola gedung selama belum ketok palu masukan dari masyarakat tetap terbuka rapat dengar pendapat dengan berbagai stakeholder juga sudah digelar ujar suhaimi,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta jepang mendesak warganya untuk meninggalkan lebanon dan memutuskan untuk mempersiapkan penerbangan militer untuk kemungkinan evakuasi mereka kata pemerintah pada jumat pengeboman israel telah menewaskan sedikitnya 700 orang pekan ini di lebanon khususnya di kubu hizbullah sementara kelompok pejuang tersebut membalas dengan serangan roket kami saat ini sedang,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,petugas pemadam kebakaran damkar mendapatkan laporan kebakaran di daerah cilincing jakarta utara jakut kebakaran bermula dari warga yang membakar sampah kasiops sudin penanggulangan kebakaran dan penyelamatan gulkarmat jakut gatot sulaeman mengatakan pihaknya menerima laporan kebakaran tersebut sekitar pukul 20 06 wib dilaporkan objek yang terbakar ialah sampah dan truk sampah,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2024-11-29,sidang praperadilan terhadap j 58 tersangka pengelola tempat pembuangan sampah tps ilegal di limo depok yang dijadwalkan berlangsung di pengadilan negeri pn depok jumat 29 11 2024 harus ditunda sidang praperadilan hari ini ditunda karena ketidakhadiran pihak kementerian lingkungan hidup klh ujar humas pn depok andri eswin saat dikonfirmasi ketidakhadiran,1,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,kepala dinas kesehatan dki jakarta ani ruspitawati mengatakan sebanyak 15 03 persen aparatur sipil negara asn di lingkungan pemprov dki jakarta berpotensi mengalami permasalahan mental salah satunya gejala emosional ringan selain itu asn jakarta juga mengalami gangguan tidur meski belum merupakan diagnosis medis hasil ini menjadi sinyal penting perlunya konsultasi,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2024-11-25,pejalan kaki bernama iis ramiana 37 tewas dalam kecelakaan di jalan daan mogot dekat hotel ibis grogol petamburan jakarta barat pada senin 25 11 2024 kanit gakkum polres metro jakarta barat akp joko siswanto menjelaskan bahwa insiden bermula saat fajar muhammad 21 mengendarai sepeda motor yamaha dengan nomor polisi b,2,1,0,0,0,0,0,0,0,1,0,0
twitter,2026-03-25,jeongi apa w beneran pindah aje ye anjirlah sekarang bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,ringkasan berita fitch ratings mengingatkan ada risiko bagi peringkat investment grade indonesia demonstrasi disebut sebagai upaya untuk mengoreksi dan bertumbuh lebih cepat ada tantangan besar bagi presiden dan koalisi yang berkuasa gangguan keamanan selalu berdampak pada ekonomi inilah yang terjadi ketika gelombang demonstrasi dan kerusuhan melanda sejumlah kota besar awal,1,1,0,0,0,0,0,0,1,1,0,0
berita_kaggle,2026-03-26,setelah sukses menjalankan program urban habitsphere tahap pertama pada akhir 2023 lalu pt hutama karya persero hutama karya lanjutkan program employee engagement ke tahap selanjutnya yakni tahap tumbuh untuk memperluas dampak keberlanjutan yang telah diinisiasi di sekitar program kampung iklim proklim rw 05 kelurahan cibubur jakarta timur tempat ini berdekatan,0,2,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta bagi penggemar wisata pedesaan srikeminut desa wisata sriharjo kecamatan imogiri kabupaten bantul daerah istimewa yogyakarta harus ada dalam daftar liburan berikutnya desa ini menawarkan keindahan alam lembah perbukitan dan sungai oya ditambah pengalaman argowisata atau wisata berbasis pertanian yang bikin penasaran kasi kesejahteraan kelurahan sriharjo bantul gotro,1,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,sejumlah warga mengatakan bau yang ditimbulkan dari refuse derived fuel rdf di rorotan jakarta utara sangat menyengat salah satunya dikeluhkan oleh warga bernama johan 42 dia merasa sangat terganggu dengan bau menyengat dari rdf rorotan bukan menganggu sangat menganggu bau sampahnya sangat menyengat kata johan saat diwawancarai senin 17 3,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,wakil presiden ri gibran rakabuming raka dijadwalkan menggelar rapat dalam waktu dekat untuk membahas percepatan normalisasi kali angke hal itu disampaikan oleh wali kota tangerang sachrudin karena kondisi kali angke saat ini kerap menyebabkan banjir di permukiman warga kota tangerang alhamdulillah mudah mudahan kedatangan pak wapres ini akan membawa solusi,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,undang hukum acara pidana atau kuhap penyandang disabilitas intelektual atau down syndrome bernama morgan turut menyuarakan aspirasinya soal rancangan undang undang kuhap morgan mengatakan penyandang disabilitas intelektual sering kali mengalami diskriminasi di berbagai bidang mulai dari bidang kesehatan pendidikan hingga pekerjaan masyarakat indonesia masih menganggap bahwa kami ini tidak bisa,0,1,0,0,0,0,0,0,0,0,1,1
twitter,2026-03-26,waspadai jalan kedungturi setelah ispat indo ke selatan terutama di beberapa titik seperti depan indomaret kedungturi dekat perumahan masih banyak jalan berlubang ada yang sampai kedalaman 30 cm apalagi kalau malam hari penerangan minim,1,1,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,ve nakes kak nakes belom lagi harus nya dapet bonus dari edukasi ke keluarga px yang ngamukngamuk karena kurang nya pemahaman tentang kebijakan ataupun prosedur yang harusnya disosialisasikan sama petugas bpjs nya ya harus nya ya pelayanan bpjs apr 1 100,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2025-04-02,menteri koordinator menko bidang infrastruktur dan pembangunan kewilayahan agus harimurti yudhoyono ahy menyebut bahwa mudik lebaran 2025 kali ini berlangsung aman dan lancar bahkan ahy sudah mengantisipasi arus balik lebaran yang diperkirakan terjadi pada 6 7 april 2025 secara umum baik secara umum bisa kita yakinkan arus mudik tahun ini,0,2,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-25,air serayu 2020 pulang kampung dari jkt ke purwokertp 2021 mobil satu2nya dijual utk bertahan hidup anak ke 2 usia 4 tahun nangis2 saat mobil dibawa pembeli dari garasi hampir 100 sama kejadianya 18k phk,0,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-26,bencana alam terjadi karena erosi di das solusi pejabat menghabiskan apbn 1 perbaiki jalan rusak 2 perbaiki jembatan 3 perbaiki rumah dan bangunan 4 omonomon dan fotofoto penyebab bencana diserahkan ke tuhan untuk mengurusnya,2,0,1,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,menteri pemberdayaan aparatur sipil negara dan reformasi birokrasi menpan rb rini widyantini mengatakan gaji ke 13 dan tunjangan hari raya thr bagi pegawai negeri sipil pns dalam kondisi aman dan telah disiapkan sudah disiapkan aman itu aman kata rini saat ditemui di gedung parlemen senayan jakarta rabu 12 2 2025,0,2,0,0,0,0,0,1,0,0,0,0
twitter,2026-03-26,wagub kalbar sesali warga yg mention kdm soal 24k jalan rusak ia sebut juga malaikat pun tak mampu nila jadi gubernur di sana wadiwow mar 29,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta pemerintah provinsi pemprov dki jakarta berencana merelokasi warga yang menjadi korban kebakaran di kemayoran tepatnya di rw 004 kelurahan kebon kosong kemayoran jakarta pusat lokasi relokasi yang ditawarkan adalah rumah susun rusun wisma atlet di kawasan danau sunter jakarta utara namun proses pemindahan tersebut baru akan dilakukan,2,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,sultan fatoni warga samarinda kalimantan timur menjadi satu dari 11 wni yang dievakuasi dari iran dan tiba di terminal 3 bandara soekarno hatta kota tangerang selasa 24 6 2025 sore fatoni bercerita proses evakuasi dari iran hingga tiba di tanah air berlangsung selama enam hari dimulai pada kamis 19 6,2,1,0,0,0,1,1,0,0,0,0,0
twitter,2026-03-26,netty prihatin warga melahirkan di tengah perjalanan akibat jalan rusak apr 2,1,0,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,ya udah mundur aja pak masih banyak orang yang kompeten untuk jadi gubernur kalbar jalan rusak apa susahnya diperbaiki wong barang kelihatan kok mar 29,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,guru besar fakultas kedokteran universitas indonesia fk ui menyampaikan kekecewaan terhadap sejumlah kebijakan kementerian kesehatan kemenkes yang tidak sesuai dengan undang undang nomor 17 tahun 2023 tentang kesehatan uu kesehatan dekan fk ui ari fahrial syam mengatakan sejak uu kesehatan disusun fk ui berkali kali bertemu dengan jajaran kemenkes dan,0,1,0,0,0,0,0,0,0,0,1,1
berita_kaggle,2026-03-26,perjalanan krl di lintas stasiun manggarai tanah abang mengalami gangguan pada jumat 1 8 2025 malam akibat perbaikan listrik aliran atas laa gangguan ini menyebabkan keterlambatan sejumlah rangkaian kereta termasuk krl dan ka bandara di beberapa titik jalur menuju stasiun tanah abang melalui akun resmi x commuterline kai commuter menyampaikan,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,direktorat lalu lintas polda metro jaya menyelidiki aksi pengemudi mobil toyota calya yang nekat menerobos dua gerbang tol tanpa membayar aksi pengemudi misterius itu dianggap membahayakan pengguna jalan lain karena selain pelanggaran rambu perilaku tersebut berpotensi berbahaya bagi pengguna jalan lainnya ujar wakil direktur lalu lintas polda metro jaya akbp,0,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2025-09-09,pedagang pasar cipulir jakarta selatan mengaku resah dengan genangan air yang kerap masuk ke area pasar setiap kali hujan deras kondisi ini disebut semakin parah sejak adanya proyek galian di depan pasar yang tak kunjung dirampungkan pantauan pada selasa 9 9 2025 siang air hitam dari saluran yang meluap menggenangi,2,0,0,0,0,0,0,0,1,0,0,0
twitter,2026-04-02,happiness darlenes kalo kata ortu jaman dulupamali nyimpen2 sampah dirumah sampah sejatinya harus dibuangkarena kalo disimpen ya rumah bakalan kotor dan bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2024-11-17,calon gubernur jakarta nomor urut 3 pramono anung menegaskan akan melanjutkan program sumur resapan untuk mengatasi banjir di jakarta jika terpilih dalam pilkada jakarta 2024 selain itu ia juga berkomitmen mengoptimalkan kinerja pasukan oranye untuk penanganan banjir untuk penanganan banjir pasukan oranye akan bekerja lebih masif dan sumur resapan akan,0,1,0,1,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,banjir bandang menerjang permukiman komunitas adat terpencil kat desa didingga kecamatan biau gorontalo utara provinsi gorontalo banjir melanda sejak pukul 18 10 wita banjir bandang menerjang permukiman kat yang merupakan satu wilayah dusun di desa kami sekitar pukul 18 10 wita hingga saat ini kata kepala desa didingga sarcito potale,2,1,0,1,0,1,0,1,0,0,0,0
twitter,2026-03-26,kakilangit sebulan dapat berapa jasa jd pengen tahu deh pelayanan bpjs apr 2,0,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,pemerintah provinsi jakarta melalui badan usaha milik daerah bumd pam jaya mempercepat pembahasan infrastruktur jaringan perpipaan air bersih untuk mencapai 100 persen cakupan air bersih berkualitas pada tahun 2030 direktur utama pam jaya arief nasrudin menjelaskan bahwa langkah ini mencakup pembangunan reservoir komunal serta pengembangan sistem penyediaan air minum spam,0,1,1,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta tikus adalah hewan yang sering kali membuat resah karena kebiasaan mereka yang merusak dan penyebaran penyakit tikus dan hewan pengerat lainnya diketahui menyebarkan hingga 35 penyakit ke manusia termasuk penyakit leptospirosis oleh karenanya salah satu cara untuk mengusir tikus dari rumah adalah dengan memanfaatkan bau bau yang,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,aipda nikson pangaribuan alias ucok 41 anggota polres metro bekasi yang membunuh ibu kandungnya herlina 61 disebut absen dari kontrol kondisi kejiwaan di rumah sakit rs polri kramatjati jakarta timur rabu 20 11 2024 paman nikson ronny pangaribuan mengungkapkan keponakannya itu mengalami gangguan kejiwaan selama tiga tahun terakhir meski kondisinya,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,commerce atau perdagangan elektronik ditunda menurut bimo menteri keuangan purbaya yudhi sadewa meminta penundaan dilakukan sampai pertumbuhan ekonomi indonesia mencapai 6 persen sebelumnya ia sempat menyatakan bahwa pajak yang dipungut oleh platform jual beli daring itu siap diterapkan pada februari 2026 terakhir memang arahannya purbaya ke kami itu dilaksanakan di,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta presiden prabowo subianto bertolak menuju bali dalam rangka kunjungan kerja pada rabu 25 juni 2025 prabowo dijadwalkan meresmikan sejumlah proyek strategis nasional di bidang kesehatan dan ekonomi pilihan editor di balik langkah prabowo mengambil alih sengketa 4 pulau dikutip dari keterangan resmi biro pers media dan informasi,0,1,0,0,0,0,0,0,1,0,0,1
twitter,2026-03-26,breaking news 17k jembatan putus di kp lingkungsari kec tegal buleuddesa sumber jaya belum diketahui jumlah pengendara yang jatuh ke sungai kamis 2 april 2026 apr 2,2,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,sebagian warga kabupaten sukabumi dan bogor di jawa barat merasakan gempa berulang sejak jumat sore hingga malam 26 september 2025 badan meteorologi klimatologi dan geofisika bmkg mendeteksi lindu berkekuatan m3 pada pukul 22 08 wib pada akhir rangkaian guncangan tersebut kepala balai besar bmkg wilayah ii tangerang hartanto mengatakan pusat,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,menteri sosial saifullah yusuf atau gus ipul mengunjungi sekolah rakyat menengah pertama srmp 23 kota makassar pada jumat 5 september 2025 dalam kunjungannya gus ipul mengapresiasi perkembangan penyelenggaraan sekolah rakyat yang kini sudah berjalan dengan baik meski dihadapkan pada sejumlah tantangan ini kali kedua saya datang ke sini waktu pertama,0,2,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,pemerintah akan menghentikan bantuan sosial bansos bagi warga penerima manfaat yang diketahui menyalahgunakan dana bansos untuk judi online judol meskipun penerima tersebut masih tergolong miskin nanti akan kita telusuri datanya kita cek karena kalau ada bantuan sosial digunakan untuk judol kita akan hentikan bantuan sosialnya kata menteri koordinator bidang pemberdayaan,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2024-11-12,tujuh narapidana kasus narkoba yang melarikan diri dari rumah tahanan rutan kelas i salemba jakarta pusat kabur melalui gorong gorong saluran air ini berada di bawah rutan dan terhubung ke gorong gorong di dekat toko bangunan yang persis berada di samping rutan salemba napi kabur lewat gorong gorong ujar kepala,0,1,1,0,0,0,0,0,0,1,0,0
twitter,2026-03-26,jalan rusak bukan takdir tapi hasil dari nanti dulu kapan dapat perhatian mar 31,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,gubernur daerah khusus jakarta pramono anung meninjau kondisi banjir di jakarta dan bekasi dengan menggunakan helikopter pada kamis 6 maret 2025 peninjauan dimulai dari lapangan bhayangkara mabes polri jakarta selatan sekitar pukul 08 20 wib aksi pramono tersebut pun menuai kritik dari beberapa pihak yang mempertanyakan terkait efisiensi anggaran dalam,0,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-25,nama tidack boleh jangan2 lw termasuk yg yak 10 putus sekolah,2,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,pam jaya telah mengatasi kerusakan pipa air baku berdiameter 2 000 mm milik bumn yang berlokasi di jalan prof dr satrio jakarta selatan adapun air baku tersebut untuk distribusikan ke 84 kelurahan atau sekitar 200 000 pelanggan setara dengan 1 juta jiwa direktur utama pam jaya arief nasrudin mengatakan pengambilalihan,0,1,0,0,0,0,0,1,0,0,0,0
twitter,2026-03-28,wardana wkwkwk oke siap si paling bebas macet,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-25,yassir invoice kantor gw 2 tahun gak dibayar sama bumn akhirnya harus phk,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2024-09-08,bakal calon wakil gubernur jakarta suswono berharap pilkada jakarta 2024 cukup digelar satu putaran demi menghemat biaya kalau bisa satu putaran paling tidak bisa mengurangi biaya ucap suswono di kawasan pasar minggu jakarta selatan minggu 8 9 2024 kalau harus dua putaran ya dua putaran ujar dia menambahkan oleh karena,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,pria berinisial fk tewas dikeroyok pelaku tawuran perang sarung di duri kosambi cengkareng jakarta barat pada kamis 13 3 2025 kabid humas polda metro jaya kombes ade ary syam indradi mengatakan korban awalnya keluar dari rumah untuk mencari sang adik yang khawatir ikut tawuran setelah sampai di tkp ternyata benar,2,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,laki berinisial mr 11 tahun ditemukan di dalam toilet sebuah masjid di desa sadasari kecamatan argapura kabupaten majalengka jawa barat korban ditemukan oleh seorang warga sekitar pada sabtu sore 18 oktober 2025 penemuan jenazah anak tersebut kemudian dilaporkan oleh warga ke polres majalengka kami bergerak cepat melakukan penyelidikan kata kapolres,0,2,0,0,1,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,warga kampung bambu kuning rw 02 kelurahan marunda jakarta utara akhirnya mendapatkan pasokan air minum perpipaan dari pam jaya setelah 40 tahun penantian warga setempat telah menunggu selama 40 tahun dan akhirnya dapat menikmati air minum perpipaan dari pam jaya kata direktur utama perumda pam jaya arief nasrudin melansir dari,0,1,0,0,1,0,0,1,0,0,0,0
twitter,2026-03-30,sapoy wkwkw gue tauuuu soalnya gue prnh magang di sdn dan yap memang benar kebanyakan si ya karena mau gamau harus jadi guru paralel,1,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,belasan pedagang asongan di ancol jakarta utara mengungkap berbagai keluh kesahnya ke anggota dprd komisi c dapil 3 tri waluyo keluhan itu disampaikan saat tri meninjau ancol jelang perayaan malam tahun baru 2025 berdasarkan pengamatan kompas com di lokasi pertemuan tri dengan belasan pedagang tersebut dilakukan di kantin dekat dufan,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta lembaga penyelidikan ekonomi dan masyarakat fakultas ekonomi dan bisnis universitas indonesia lpem feb ui menggelar survei untuk mengevaluasi 100 hari pertama pemerintahan prabowo subianto dan gibran rakabuming raka hasil survei yang melibatkan 42 ekonom dari berbagai latar belakang ini menunjukkan sejumlah kebijakan yang digencarkan prabowo pada awal,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,menteri pendayagunaan aparatur negara dan reformasi birokrasi menpan rb abdullah azwar anas menjawab perihal rumor dirinya masuk dalam kabinet pemerintahan prabowo subianto gibran rakabuming raka namun politikus partai demokrasi indonesia perjuangan pdi p ini mengaku bahwa dirinya belum tahu mengenai kabar tersebut karena masih fokus pada pekerjannya sebagai menpan rb,1,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,badan meteorologi klimatologi dan geofisika bmkg melaporkan gempa bumi berkekuatan magnitudo m 4 9 mengguncang wilayah bekasi dan sekitarnya pada rabu 20 8 2025 malam gempa terjadi pukul 19 54 wib dengan pusat koordinat berada di 6 48 lintang selatan ls dan 107 24 bujur timur bt atau sekitar 14,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,cagub jakarta nomor urut 3 pramono anung mengatakan tak ada lagi transjakarta jika dirinya memenangkan kontetasi pilkada 2024 pramono mengatakan transjakarta akan berubah menjadi transjabodetabek hal itu disampaikan pramono saat menjawab pertanyaan kpopers bernama tiara dalam acara diskusi yang digelar di scbd jakarta selatan sabtu 9 11 2024 tiara menanyakan,0,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,menteri luar negeri china wang yi mengatakan beijing mendukung iran dalam mencapai gencatan senjata sejati dukungan china karena israel menuduh teheran melanggar gencatan senjata yang rapuh china mendukung iran dalam menjaga kedaulatan dan keamanan nasionalnya dan atas dasar itu mencapai gencatan senjata sejati sehingga orang orang dapat kembali ke kehidupan,0,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,gempa magnitudo m 6 3 mengguncang bogota kolombia guncangan gempa membuat warga berhamburan ke jalan dilansir afp minggu 8 6 2025 gempa bumi berkekuatan m 6 3 yang kuat dan dangkal mengguncang ibu kota kolombia bogota sabtu 7 6 pagi waktu setempat gempa dangkal itu terjadi pada pukul 09 08,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,kompas com pt kereta api indonesian kai menyiapkan kompensasi atas keterlambatan perjalanan beberapa kereta api ka akibat gangguan operasional pada ka argo anggrek ka 1 relasi surabaya pasar turi gambir pada jumat 1 8 2025 pukul 15 47 wib di emplasemen stasiun pegadenbaru wilayah daop 3 cirebon untuk mengantisipasi keterlambatan,1,1,0,0,0,0,1,0,1,0,0,0
berita_kaggle,2026-03-26,bus rombongan keluarga asal rawabelong jakarta barat yang terjun ke jurang di jalur alternatif puncak bogor telah dievakuasi petugas proses evakuasi memakan waktu kurang lebih 6 jam alhamdulilah bus sudah dievakuasi tadi sekitar pukul 16 00 wib menggunakan dua unit kendaraan derek kata kanit gakkum satlantas polres bogor ipda ferdhyan,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2025-04-11,ketua badan kerja sama antar parlemen bksap dpr ri sekaligus politikus pks mardani ali sera mewanti wanti pemerintah agar berhati hati dalam menyusun rencana evakuasi warga palestina ke indonesia dia menegaskan langkah evakuasi para korban genosida israel yang hendak dilakukan tidak boleh bergeser menjadi upaya relokasi warga dari tanah airnya,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,anggota komisi v dpr ri saadiah uluputty melaksanakan peletakan batu pertama pembangunan mck melalui program sanitasi berbasis masyarakat sanimas di kelurahan namaelo kabupaten maluku tengah provinsi maluku kamis 16 oktober 2025 lalu kegiatan ini merupakan bagian dari aspirasi saadiah di komisi v dpr ri yang bermitra dengan kementerian pekerjaan umum,0,1,0,0,1,0,0,1,0,0,0,0
berita_kaggle,2024-09-02,bakal calon gubernur jakarta pramono anung ingin membangun elevated atau jembatan layang khusus untuk sepeda dan motor jika terpilih menjadi gubernur di pilkada 2024 pembangunan jembatan layang khusus untuk sepeda dan motor itu untuk mengatasi masalah kemacetan di jakarta kalau perlu dibuatkan elevated elevated buat siapa khusus untuk sepeda dan,1,1,1,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta direktur utama pt citra karya jabar tol ckjt jusuf hamka berencana menggratiskan jalan tol cileunyi sumedang dawuan cisumdawu dalam rangka mendukung kelancaran lalu lintas selama terjadinya arus balik lebaran 2025 menurut antara rencana tersebut masih menunggu persetujuan dari pemerintah saya sudah dihubungi oleh seseorang vvip bahwa menteri,0,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta satuan lalu lintas kepolisian resor cianjur jawa barat menyiagakan sekitar 65 personel di sejumlah titik rawan macet di sepanjang jalur puncak cipanas polres cianjur mengantispasi terjadinya macet total yang sempat terjadi selama 14 jam di jalur tersebut pada minggu 15 september 2024 kepala satlantas polres cianjur ajun,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-26,aslina ini mah bener belom lagi kalo ada 25k jalan berlubang atau perbaikan jalan pasti udah ada aja tuh yg ngatur jalan bari mawa2 kardus indomie apr 3,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,badan penanggulangan bencana daerah bpbd dki jakarta memberi peringatan soal potensi gerakan tanah atau longsor yang bisa terjadi selama bulan mei 2025 peringatan ini muncul karena curah hujan diprediksi akan lebih tinggi dari biasanya analisis dari pusat vulkanologi dan mitigasi bencana geologi pvmbg menyebutkan beberapa wilayah di jakarta masuk dalam,2,1,0,0,0,1,0,0,0,0,0,0
