sumber,tanggal,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
twitter,2026-03-26,@verrnnon_,siang bolong panas lah terus aku tim lampu mati Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@zaena71588,"Tetangga:Mulla,rumahmu kok selalu gelap? Lampu mati ya? Nasruddin jawab:Iya, aku lagi berhemat.Kalau gelap, aku bisa lebih jelas lihat cahaya dari dalam hati Tetangga:kalau ada maling? Nasruddin: 'maling juga butuh cahaya buat nemuin barang, tapi dia nggak nemuin ketenangan"" Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@dessnh,Minggu2 lampu mati min Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@Hnirankara,"kalihatan jarang turun ke lapangan, sampai tidak tahu ada jalan berlubang parah di daerahnya. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@zullifkar_ab,"Wujudkan Keamanan Berkendara, Babinsa Koramil 0204-08/PC Bareng Warga Tambal Jalan Berlubang di Naga Kisar Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@damdeliyoon,"Udah tau gue gktau jalan, emak gue mh duduk santai bae, giliran kelewat eh kita yg diomelin enakan dibonceng drpd nyetir, berasa ke pegunungan, naik turun jalanan, lewat kobakan, jalan berlubang Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ezteatawar,"Pln bangsat, lampu mati udah setengah jam, kerja yg bener napa si, ujan uda berenti juga, bangke tolol Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@saintdelouvre,Atleast la dia keluarkan zakat.. kalau pemerintah negeri birokrasi contoh jalan berlubang dan smpah banyak dia arahkan suruh segera selesai.. bantuan miskin tegar.. dia bukan politician ijazah palsu 3 periode.. dia bukan tadbir negara smpe miskin rakyatnya 60.3%.. mulyono aman? Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@theogidn,"Kecil-kecil sudah paham kalau ada yang nggak beres sama pembangunan di daerahnya, gen alpha di kecamatan Sepauk, Kalbar kritik keras Gubernur terkait persoalan jalan rusak . Bahkan, para bocah tersebut secara gamblang mengatakan kinerja Gubernur yang kerjaanya cuma tidur, Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@sbyfess,lampu mati daerah mana nder Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@sbycare,Ealahh omahku 1.6K lampu mati disaat baterai hp sisa 12% -rek Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@MainVillainn,Jalan rusak 1.2K ter ga manusiawi Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@ezteatawar,"lampu mati di daerah Krukah, ken apa ya? Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@dnoctral,hujan petir + lampu mati otomatis wifi mati + batre mo abis beuh perfect banget. Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@onlythvii,Ini semalem gua ngigo apa beneran yaa kan posisi lampu mati Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@txtdrimedia,"WKWKWK, 1.4K jalan berlubang emang bikin kaget bgt Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@txtdrimedia,Alat kejut jantung jutaan pun tak mampu kalahkan 1.9K jalan berlubang akibat dana perbaikan jalan dicuri sama koruptor Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@mantew98,"Sebagai orang yg lahir besar di papua lebih tepatnya daerah sorong, cukup paham perkembangan waktu pak jokowi, sebelum dia menjabat lampu mati hampir tiap hari, bbm (bensin solar minyak tanah) cukup susah, akses jalan antar kabupaten susah, punglinya gila2an di kantor pemerintah Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@azraela_12,"kenapa nastar orang lain mulus kinclong, punya gue kayak jalan rusak Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@yayeyaa212,lampu mati udah? Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@m0neymount,bjirrr gue bisa tidur di 2 alam ( lampu mati or lampu hidup) Mar 28,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@txtdrimedia,"Jalan rusak urusan warga sendiri Keamanan dan ketertiban urusan warga sendiri Cari nafkah urusan warga sendiri Kesehatan urusan warga sendiri Giliran pajak, haknya pemerintah Mar 28",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-26,@njmidm,Neem je moeder in de maling De winkelier is verantwoordelijk dat ik het juiste bedrag afreken. Dus mag de winkelier de boel optellen.,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SimbokeSarah,"Simboke Sarah Perjalanan misil Iran menuju Israel ÷Template, teriak maling maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@meismono,"immono_1 Wareg itu, gin Minta atau aku ( maling Maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@liskiataumi,Keripik kentang Circle terrorist like you tak layak consume indonesian product bro stop eat ayam g epuk lah maling sial,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@heyyosiddo,sid cosplay maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PolresBantulDIY,"POLRES BANTUL Halom sobat Polri, terima kasih atas informasinya. Kami akan segera menindaklanjuti perkara tersebut. Berkenan bagi korban agar memberikan informasi lebih lanjut ke kantor kami atau bisa menghubungi Call center 110 pencurian",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@njmidm,Neem je moeder in de maling De beelden zijn het bewijs!,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@law20956,YAQUT MALING Nih orang pengecut Orang yg fitnah Saudi hanya sumbang kain kafan doang Kayaknya ni orang perlu di audit aliran dana sumbangan palestina kemana aja katany sipaling Gaza eh saat terjadi perang digaza dia lari dr pertempuran Dia takut mati makanya kabur ke Indonesia,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@super_foxbat,Super Foxbat sesama akan saling membela maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Van_vanel,"Regal°Van Kalo aku emang ada keperluan lain sih pake cenblu jadi it’s okey lah wkwk, masalah views bisa di atur karna kadang cenblu di luar sana jarang banget mau follow udsh gitu kalo masih belum verifed lebih sering kena akun nya begal",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@yan_widjaya,Yan widjaya Debut Pendatang Baru dr Sumba pertama kali main film Kirana Putri Grasela sebagai Alis gadis kriminil cilik buruan polisi (polisi lebih ingin membekuknya drpd memburu Yohanna maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SteveRo19538478,"Steve Roger Elo gak mungkin nggebukin koruptor, karena mereka itu di kawal,kalau mah kagak,karena gak ada duitnya... maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@abbyrances,"gabbi dami kong appts dasorb saka watsons haul naaa maling solo na ang money, wala na tao kaya forda glowww",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@pebayuran77,"Polsek Pebayuran Piket Polsek Pebayuran melaksanakan Wakapolsek Pebayuran Iptu CT, Siagian, SH melaksanakan giat patroli dialogis menyampaikan pesan-pesan Kamtibmas kepada remaja yang nongkrong dalam upaya pencegahan terjadinya kenakalan remaja dan lokasi kp.Teluk Haur Desa Kertajaya tawuran",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@asvillainn,"Elle 林知遥 Ya ini juga disebabkan konstruksi patriarki, kalo cowo menjadi rapuh itu gak boleh (toxic masculinity). Padahal bisa menimpa siapa saja. Dan, kalo merasa hak2nya dilanggar, bisa diurus dan dilaporkan. kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@seribu_pisang,"yuka matchaa ""ITU DIE KOLOR GUE ANJING"" 〖Davidbeatt】",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dimaspram96,Dimas Pram Yang ada teriak maling maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@godofmyownworld,"Belial Dati ang dali i-brush off/palampasin yung reklamo ng mga lola/lolo/tito/tita. Ngayon when I think about it, posisyon ng hakbang, maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SZulfriadi,Zuliando Alaydrus Oh ini di bojong rawa buaya. Deket rumah. Tapi berita nya ga rame ya di sini. Tapi emang daerah sini banyak motor dan maling begal,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@pat3n,"fauzan Insting hewan di tambah ajaran yahudi Israel.. jadilah iblis berwajah manusia.. membunuh, mengadu domba, kekayaan negara lain, keserakahan dan sebagainya adalah hal biasa buat mereka,.. tapi tunggu lah kalian pasti hancur maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@GregWahyudi,LapendosPademangan Dasar maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Wonmy,✺ Wkwkwkwk katanya mau sama geng mafiamu ituuu tawuran,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Blake_Eiffel,"Blake ˚✩ You're saying na may kilala kang ganyan, referring to the post na HINDI NAMIN GUSTO SUPORTAHAN. Kung nagiisip ka ate, our response was to wait. Tinanong kami, sumagot kami. Mind you that was BEFORE the teaser post. Stop dragging us sa mali understanding mo maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@HagobragDhan,HaGo Memang kenyataan MANA YG AKAN MAU NGAKU..tdk ada.. MALING tapi nanti tahun 2029 RAKYAT PERUBAHAN YANG AKAN BERGERAK..Siap² tunggu tgl mainnya..,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@polseksrangbru,"Polsek Serang Baru.1 Sahabat Humas, Polsek Serang Baru laksanakan Patroli Biru di Perumahan Wonderful, Sukasari! Sabtu, 4 April 2026, Iptu Mashuri Lempo pimpin giat antisipasi guantibmas 3C, balap liar & , himbau security perkuat pengamanan & pasang CCTV. Situasi aman kondusif! tawuran",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@law20956,YAQUT MALING Sekelas kedutaan jadi pengemis hina banget negara kebanggaan si Husein Gaza,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Angelinie09,Angel Mas mabuti pang maging delulu sa mga sikat kaysa mafall sa tao maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Notforeize,Harurize. nitip vid nyiduk hp soalnya api mati bgst maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BapakDariAnak2,gdsk Lah dia sendiri ngaku mal ing...,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mrtweepsID,mr.tweeps | IDN Nekat banget ayam begini maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MVaranov,RandomNews Mahasiswa Papua desak usut tuntas di Dogiyai kekerasan polri,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@CoralJamila,Jamila Coral babae. maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@sndycode,"Sndy Code GW samasekali gak bela malingnya, jambret = , tangan + kaki nya di cut silang. Cuma jangan menormalisasi gebukin pakai batu rame2... ya tolol juga yg gebukin. Emang lo gebukin rame2 gak dosa?? begal",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@nonmolare,L1 + ∆ tobat jadi . maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MyraBrady152103,Myra Brady Saw pizza begal,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@moawazznies,"Ren Di atas langit masi ada langit, alias ada yang lebih handal lagi maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Umarhidayah17,"Umar Hidayatullah Perasaan kayak gitu wajar karena emosional lihat kasus , tapi jangan disimpulkan seolah-olah pajak kita memang “dipakai” untuk itu. Kalau ada pelanggaran, pasti ada mekanisme hukum untuk menindak pelakunya. kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Me31324567Me,"Me Jadi jangan karena kita tinggal di negara seperti ini, iman kita jadi berubah mendukung . Gue kaga dukung Israel atau Palestina. IDF dan Hamas itu sama, sama2 jahat.. kalau Hamas tidak jahat, tidak mungkin korban 1,200 jiwa. kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kemenkumjabar,Kanwil Kemenkum Jabar BPHN tegaskan pentingnya peran mediator di tiap Posbankum Sumatera Barat hari ini. 1.265 titik pos tersebut harus mampu mendamaikan agar tidak perlu berlanjut ke jalur hukum pengadilan. Kemenkum Jabar - Asep Sutandar. konflik warga,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@tatakaimashou,Ling Ling oalah maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@shiramediagroup,Penerbit Shira Media Group Fang Si-Chi ingin belajar menulis. Tapi berujung jadi korban grooming dan . kekerasan,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MVaranov,RandomNews Usut tuntas berdarah di Dogiyai Papua Tengah kekerasan polri,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@flaed,Æthel uda liat video mereka yang min? ngakak kali tawuran,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@law20956,YAQUT MALING Tanggapannya yg sedang viral bos Segera pecat si Zainul,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SaulRaja,Saul Raja Sinaga Emang tujuannya kan. Pikiran pendek sekarang tanggung akibatnya. maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@jerkyboyx,"🄰🄻🅇 ask clarifying question, but no, they attacked. Minsan di pa nga rage-bait ang post yet people attack. That's my point. Anong ginawa nung tao to deserve attacks and hate? Dahil mayabang ang post nya? So dahil dun f*ck her? Mali yata. mali to attack and bully peeps online. Maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ibvnv666,"whocares? Betul, usahakan berkendara yg baik.. Kalo apes yaa berusaha selesaikan baik2, klo pake usahakan membela diri sdikit. Krn kita gapernah tau lawan kita siapa dijln, entah uangnya banyak atau bekingannya ngeri.. Emg serumit itu, klo emg nyali gede ya gpp gas terus kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@TheSurf12,"Edwin L Ikwento mo sa pagong pinaglalaban mo Gago, Ako ordinary citizen at Hindi Ako mapapagod labanan Ang itim na propaganda nyu mailigtas ko lng sa pag I isip Ang mga inosenteng Pinoy Dyan. Gago ka Maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Rfadlis1,"Rfadlis Oalaah mentang2 menag dari NU, trus berita basi pun di upload terus. Yg jelas seat haji regular di duwitin. Hati2 mbledos perutnya maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@NaraySelfL,"Ranran Emang, kalau kasusnya itu dari kecil/udh saling kenal bareng. Beda kasus kalau gak pernah kenal tau² satu darah pas nikah, sayangnya kan kasus gini beneran (walau cuma brp persen kemungkinan)ada dan kalau mau dikatain jg gak sesederhana itu (untuk kasus ini) kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@wa_one1,"Bro_One_Ginting, M.Sc. Tunggu bentat lg ada oermintaan maaf...inilah para pekerjamu pak Maling ... Berkedok Gizi ???",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@jomaarsc,jEki kita nya shift shift an aja yuk tawuran,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Annas_Cim,"Qyanqyun Maling ayam aduan,mahal ini",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@salsasaliyem,"saliyem salsa Jangan langsung merasa seolah-olah pajak kita dipakai buat hal negatif tanpa lihat fakta lengkapnya. Kalau memang ada kasus penyalahgunaan atau , itu tanggung jawab oknum dan harus diproses hukum, bukan berarti seluruh sistem atau penggunaan pajak jadi salah. kekerasan",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@law20956,YAQUT MALING Spil no bosnya,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@law20956,YAQUT MALING Pasti dia anak motor maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@amahayash,"𝐀𝐦𝐚𝐥𝐢𝐚 ☽̶☾ Satisfying banar suara acil. Amang ni suah tatamu lain jar, dituruti lah maambil pun urang? maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mOourizz,"caessi PERNAHHH.. rasanya asemm, pas sd suka buah cokelat sm tmn tmn trs di makannya di rumah kosong maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kemenkumjabar,Kanwil Kemenkum Jabar 1.265 Posbankum di Sumbar diharapkan mampu memperkuat sistem hukum di level wilayah. BPHN instruksikan penguatan peran mediator di tiap pos guna menyelesaikan secara damai adil. Kemenkum Jabar - Asep Sutandar. konflik warga,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ImamBesar212,"Wakil Kepala Program Maling Berkedok Gizi Mbak ini membagikan pengalamannya setiap pulang kerja melewati gang tempatnya tinggal selalu mendapatkan catcalling dari akamsi pengangguran. Ketika mbaknya menegur yg kebetulan saat itu sama pacarnya, mereka malah marah & bilangnya kalo mbaknya salah krn pulang malem. Parah!",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@immortal72zzz,Urbae Situ keluarganya diculik ya? Preman/ dong keluarga mu wkwk Maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@rd_10_01,"rd_01 Gpapa, yg pnting ga duit rakyat, & g merugikan orang lain maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@swimofate,Keishi. Masih berdering gk? It gw yg tilpun tadi mau nanya jadwal tawuran,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@xkode06,"SiCode Promo Udah nmpel kak vouchernya, tinggal aja yang 400rbnya begal",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@fackfackfaaack,"Stay Sane Most of org Indo emg mesih pada mental , tiap ada org lalai, pasti yg di salahin yg lalai doang, ga boleh nyalahin org yg ngambil dan ga mau balikin sesuatu yg bukan haknya. maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@fackfackfaaack,Stay Sane Lah itu orgnya ga mau balikin = ngambil uang sender = dong. pencurian,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@thataforger,"Nad Kok tolol banget ya, gak abis pikir..... disini juga pada tolol, tapi mereka tolol karena dan pada bacok²an. Ini mereka lakuin sambil ketawa seolah ini karnaval??? tawuran",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kemenkumjabar,Kanwil Kemenkum Jabar Asep Sutandar di Jabar: Bantuan hukum adalah investasi kedamaian sosial. Posbankum yang aktif di Jawa Barat akan membantu meredam melalui jalur hukum yang benar dan sangat profesional. Kemenkum Jabar - Asep Sutandar. konflik warga,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@iklanraja,Negri Mafia Sarang Maling/ Koruptor We love Palestine,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@chaosymth,"rin Emg ada unsur kelalaian tp sbg manusia waras tinggal balikin aja gak susah kan, kecuali emg niat sampe ganti nomer gitu salah lah maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@xkode06,SiCode Promo Tpi nunggu 400rb di Poco OS kak lmyan klo dpet begal,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ShofiaNF,"Shofi Aku ga , aku cuma lagi berjuang buat nambah pendapatan keluarga. Maaf ya yang merasa tergangu sama status status aku maling Bismillah yaAllah semoga bisa. Ga usah malu, ga usah malu ya Shof..",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@AraituLaki,TahooMan Malah an… tawur,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PutriKayan16645,"Putri Kayana Yg penting di Konaha sebanyak- banyaknya utk bisa mengamankan jabatanNya dan untuk hidup gaya Hedon anak, bininya dan semua keluarganya. maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@biruniiiii,"biru Dimedan 2 bulan aja, klo tiga bulan kuajak besi. maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@iklanraja,"Negri Mafia Sarang Maling/ Koruptor Alhamdulillah, Allahuakbar!",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@toffel_pan,Pan Toffel Memili ki kitab yg harus diimani malah maling. Lu apa dong?,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Berpikirjernihh,"berpikirjernih.id Kasus terhadap aktivis Andrie Yunus menjadi perhatian publik. Namun, di tengah banyaknya informasi yang beredar, penting untuk tetap berpikir jernih dan tidak terburu-buru mengambil kesimpulan. Jangan mudah percaya narasi sepihak. kekerasan BijakBermediaSosial",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@selli17443,Neworld penipu balikin duit gua Ya gw bukan ya hudi ngapain mau ngerti kitab yahudi.,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@naveliano,"iqbal naveliano Lah gmn, kan kamu yang salah. Namanya kelalaian jelas tidak ada unsur pencurian pencurian",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@selli17443,Neworld penipu balikin duit gua Ma au ma ling k ling o,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@yuyokicik,Jiangga 𑣲 || lagi stres skripsi guys pemaling di depan mata shock sampai gabisa berkata kata maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@maumarah2,Big Madz Oh dia bukan bikin sendiri?!!! Damn pdhl sering lewat tl maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@saiful457574,saiful kalau akun meme itu elu maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@PolresPalangka,Polresta Palangka Raya Polresta Palangka Raya berhasil mengungkap pelaku Tindak Pidana dengan Pencurian kekerasan,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@onigirinaholic,"Eve Kenapa ya orang2 makin kesini makin aneh. Selalu anggep remeh seksual, selingkuh, pelecehan itu bukan suatu hal yang berat dan harusnya ada sanksi sosial. Pantesan presiden wowo dibela segitunya karna pelanggar ham bukan hal yg besar kali yaaa ʕ˘з˘ʔ",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@CallmeChu3,"Chu Kurang masker aja ini date, itu emot ngapa plenger banget maling",Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@mangeak67,sky Lah bukan lu yg alay? selamat bersih2 tiap cb karna jadi pion agensi m Emang selera lu jelek makanya ketrigger. oh mau cb?? wkwkw bilangin tuh biar kreatip ga modal promosi gratis ke gg lain. kn malu udh pake cara kotor tetep aja flop aling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Hgeeju,Mayel! Aduh masih minor ga boleh pake asan... keker,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Pndtrbgs_,Sebutsajabagus. Hallo one one zero ada yg nihhh pak cepetan kesini nanti saya beliin marlboro satu slop maling,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@riellxrr,Riell ORANG HP TMN GUA NIH YA KALAU KETEMU GUA GILING LU MALING,Keamanan & Sosial,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
